what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1379527471032
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1379527471032
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1379527471033
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1379527471034
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1379527471034
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1379527471035
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1379527471035
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1379527471036
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1379527471036
started,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1379527471061
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1379527471062
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1379527471063
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1379527471063
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1379527471063
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1379527471064
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1379527471065
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1379527471066
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1379527471066
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1379527471066
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1379527471067
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1379527471068
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1379527471069
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1379527471070
started,bundle,org.jboss.ide.eclipse.as.core,2.3.0.v20120321-1339-H91-Beta2,"org.jboss.ide.eclipse.as.core",1379527471071
started,bundle,org.jboss.ide.eclipse.as.ui,2.3.0.v20120321-1339-H91-Beta2,"org.jboss.ide.eclipse.as.ui",1379527471071
started,bundle,org.jboss.tools.central,1.0.0.v20120307-1926-H67-Beta1,"org.jboss.tools.central",1379527471071
started,bundle,org.jboss.tools.common,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common",1379527471072
started,bundle,org.jboss.tools.common.model,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.model",1379527471073
started,bundle,org.jboss.tools.common.validation,3.3.0.v20120302-0132-H47-Beta1,"org.jboss.tools.common.validation",1379527471074
started,bundle,org.jboss.tools.forge.core,1.0.0.v20120328-1255-H60-Beta2,"org.jboss.tools.forge.core",1379527471075
started,bundle,org.jboss.tools.forge.ui,1.0.0.v20120328-1255-H60-Beta2,"org.jboss.tools.forge.ui",1379527471075
started,bundle,org.jboss.tools.project.examples,1.2.1.v20120320-2046-H78-Beta2,"org.jboss.tools.project.examples",1379527471075
started,bundle,org.jboss.tools.runtime.ui,1.3.0.v20120307-2045-H73-Beta1,"org.jboss.tools.runtime.ui",1379527471076
started,bundle,org.jboss.tools.seam.core,3.3.0.v20120302-2019-H81-Beta1,"org.jboss.tools.seam.core",1379527471076
started,bundle,org.jboss.tools.seam.ui,3.3.0.v20120302-2019-H81-Beta1,"org.jboss.tools.seam.ui",1379527471077
started,bundle,org.jboss.tools.usage,1.1.0.v20120302-0148-H44-Beta1,"org.jboss.tools.usage",1379527471077
started,bundle,org.guvnor.tools,5.2.1.Final,"org.guvnor.tools",1379527471078
started,bundle,org.jboss.tools.runtime,1.3.0.v20111208-1602-H41-M5,"org.jboss.tools.runtime",1379527471078
started,bundle,org.teiid.core.designer,7.6.0.v20111215-2105-H67-M5,"org.teiid.core.designer",1379527471079
started,bundle,org.teiid.designer.legacy,1.0.0.v20111215-2105-H67-M5,"org.teiid.designer.legacy",1379527471079
started,bundle,org.teiid.designer.metamodels.core,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.core",1379527471080
started,bundle,org.teiid.designer.metamodels.diagram,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.diagram",1379527471080
started,bundle,org.teiid.designer.metamodels.relational,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.relational",1379527471081
started,bundle,org.teiid.designer.metamodels.transformation,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.transformation",1379527471081
started,bundle,org.teiid.designer.metamodels.wsdl,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.wsdl",1379527471082
started,bundle,org.teiid.designer.metamodels.xsd,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.xsd",1379527471082
started,bundle,org.teiid.designer.sdt,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.sdt",1379527471084
started,bundle,org.teiid.designer.ui.common,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.ui.common",1379527471084
started,bundle,org.zeroturnaround.eclipse,1.6.2.201205021255,"org.zeroturnaround.eclipse",1379527471084
started,bundle,org.zeroturnaround.eclipse.debug,1.4.2.201205021255,"org.zeroturnaround.eclipse.debug",1379527471085
started,bundle,org.sparx.mdg.eclipse,4.0.0,"org.sparx.mdg.eclipse",1379527471086
started,bundle,org.sparx.mdg.eclipse.jdt,4.0.0,"org.sparx.mdg.eclipse.jdt",1379527471087
started,bundle,net.sf.eclipsecs.core,5.5.0.201111092104,"net.sf.eclipsecs.core",1379527471087
started,bundle,net.sf.eclipsecs.ui,5.5.0.201111092104,"net.sf.eclipsecs.ui",1379527471088
started,bundle,com.collabnet.subversion.merge,3.0.13,"com.collabnet.subversion.merge",1379527471088
started,bundle,org.tigris.subversion.clientadapter,1.8.4,"org.tigris.subversion.clientadapter",1379527471088
started,bundle,org.tigris.subversion.subclipse.core,1.8.20,"org.tigris.subversion.subclipse.core",1379527471088
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1379527471088
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.1.0,"org.tigris.subversion.subclipse.tools.usage",1379527471088
started,bundle,org.tigris.subversion.subclipse.ui,1.8.20,"org.tigris.subversion.subclipse.ui",1379527471089
os,sysinfo,,,"win32",1379527471093
arch,sysinfo,,,"x86_64",1379527471093
ws,sysinfo,,,"win32",1379527471093
locale,sysinfo,,,"pt_BR",1379527471093
processors,sysinfo,,,"4",1379527471093
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1379527471093
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1379527471093
java.specification.name,sysinfo,,,"Java Platform API Specification",1379527471093
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1379527471093
java.specification.version,sysinfo,,,"1.6",1379527471093
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1379527471093
java.version,sysinfo,,,"1.6.0_30",1379527471093
java.vm.info,sysinfo,,,"mixed mode",1379527471093
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1379527471093
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1379527471093
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1379527471093
java.vm.specification.version,sysinfo,,,"1.0",1379527471093
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1379527471093
java.vm.version,sysinfo,,,"20.5-b03",1379527471093
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1379527471098
started,bundle,org.teiid.designer.metamodels.relationship,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.relationship",1379527471206
started,bundle,org.jboss.tools.runtime.core,1.3.0.v20120307-2045-H73-Beta1,"org.jboss.tools.runtime.core",1379527471271
started,bundle,org.eclipse.uml2.uml,3.2.100.v201108110105,"org.eclipse.uml2.uml",1379527471306
started,bundle,org.eclipse.emf.ecore.change,2.7.1.v20120127-1122,"org.eclipse.emf.ecore.change",1379527471980
started,bundle,org.eclipse.uml2.common,1.6.0.v201105021727,"org.eclipse.uml2.common",1379527472001
started,bundle,org.teiid.designer.metamodels.xmlservice,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.xmlservice",1379527472046
started,bundle,org.teiid.designer.metamodels.dependency,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.dependency",1379527472053
started,bundle,org.teiid.designer.jdbc,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.jdbc",1379527472057
started,bundle,org.teiid.designer.metamodels.webservice,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.webservice",1379527472091
started,bundle,org.teiid.designer.metamodels.xml,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.xml",1379527472104
started,bundle,org.teiid.designer.compare,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.compare",1379527472132
started,bundle,org.teiid.designer.metamodels.function,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.function",1379527472136
started,bundle,org.teiid.designer.xsd,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.xsd",1379527472146
started,bundle,org.eclipse.uml2.uml.edit,3.1.100.v201009281840,"org.eclipse.uml2.uml.edit",1379527472168
started,bundle,org.teiid.designer.metamodels.uml2,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.metamodels.uml2",1379527472169
started,bundle,org.teiid.designer.core,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.core",1379527472171
started,bundle,org.teiid.designer.ui,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.ui",1379527472211
started,bundle,org.teiid.designer.diagram.ui,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.diagram.ui",1379527472226
started,bundle,org.teiid.designer.mapping.ui,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.mapping.ui",1379527472237
started,bundle,org.teiid.designer.relationship.ui,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.relationship.ui",1379527472244
started,bundle,org.teiid.designer.transformation,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.transformation",1379527472266
started,bundle,org.teiid.designer.transformation.ui,7.6.0.v20111215-2105-H67-M5,"org.teiid.designer.transformation.ui",1379527472269
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1379527472289
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1379527472303
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1379527472337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379527473801
started,bundle,org.jboss.tools.esb.project.core,1.5.1.v20111208-2145-H41-M5,"org.jboss.tools.esb.project.core",1379527474170
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1379527474191
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1379527474194
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1379527474204
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1379527474206
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1379527476786
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1379527476795
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1379527476808
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1379527476826
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1379527476828
opened,editor,org.jboss.tools.central,1.0.0.v20120307-1926-H67-Beta1,"org.jboss.tools.central.editors.JBossCentralEditor",1379527476947
activated,editor,org.jboss.tools.central,1.0.0.v20120307-1926-H67-Beta1,"org.jboss.tools.central.editors.JBossCentralEditor",1379527476999
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1379527477103
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1379527477379
error,log,,,"Forbidden",1379527477477
error,log,,,"Forbidden",1379527477499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379527478022
started,bundle,org.eclipse.equinox.p2.ui,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.ui",1379527478904
started,bundle,org.jboss.tools.maven.project.examples,1.3.0.v20120327-1922-H83-Beta2,"org.jboss.tools.maven.project.examples",1379527487613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379527604239
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1379527613677
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1379527614275
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1379527614276
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1379527614277
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1379527614278
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1379527614279
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1379527614280
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1379527614281
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1379527614281
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1379527614281
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1379527614282
stopped,bundle,org.jboss.tools.ws.creation.ui,1.2.2.v20120323-1522-H83-Beta2,"org.jboss.tools.ws.creation.ui",1379527614283
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1379527614284
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1379527614285
stopped,bundle,org.jboss.tools.ws.ui,1.2.2.v20120323-1522-H83-Beta2,"org.jboss.tools.ws.ui",1379527614285
stopped,bundle,org.jboss.tools.ws.creation.core,1.2.2.v20120323-1522-H83-Beta2,"org.jboss.tools.ws.creation.core",1379527614286
stopped,bundle,org.jboss.tools.ws.core,1.2.2.v20120323-1522-H83-Beta2,"org.jboss.tools.ws.core",1379527614287
stopped,bundle,org.jboss.tools.esb.ui,1.5.0.v20111208-2145-H41-M5,"org.jboss.tools.esb.ui",1379527614287
stopped,bundle,org.jboss.tools.esb.validator,1.5.0.v20111208-2145-H41-M5,"org.jboss.tools.esb.validator",1379527614289
stopped,bundle,org.jboss.tools.esb.core,1.5.0.v20111208-2145-H41-M5,"org.jboss.tools.esb.core",1379527614290
stopped,bundle,org.jboss.tools.esb.project.ui,1.5.1.v20111208-2145-H41-M5,"org.jboss.tools.esb.project.ui",1379527614291
stopped,bundle,org.jboss.tools.runtime.esb.detector,1.3.0.v20111208-1602-H41-M5,"org.jboss.tools.runtime.esb.detector",1379527614291
stopped,bundle,org.jboss.tools.esb.project.core,1.5.1.v20111208-2145-H41-M5,"org.jboss.tools.esb.project.core",1379527614291
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1379527614292
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1379527614293
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1379527614294
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1379527614295
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1379527614296
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1379527614296
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1379527614297
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1379527614298
stopped,bundle,org.eclipse.jst.ws,1.0.509.v201108250610,"org.eclipse.jst.ws",1379527614299
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1379527614300
stopped,bundle,org.eclipse.bpel.apache.ode.deploy.ui,0.8.0.v20111120-0746-H98-CI,"org.eclipse.bpel.apache.ode.deploy.ui",1379527614301
stopped,bundle,org.eclipse.bpel.apache.ode.runtime,0.8.0.v20111120-0746-H98-CI,"org.eclipse.bpel.apache.ode.runtime",1379527614302
stopped,bundle,org.eclipse.bpel.ui,0.8.0.v20111120-0746-H98-CI,"org.eclipse.bpel.ui",1379527614302
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.403.v201108240515,"org.eclipse.wst.wsdl.ui",1379527614304
